O3,O3_8hrs,NO2,CO,SO2,PM10,PM2_5,Estacion,DateTime,Anio,Mes,Dia,Hora
23.0,6.0,9.0,85.0,2.0,48.0,17.0,santa,2023-01-02 11:00:00,2023,1,2,11
26.0,9.0,3.0,79.0,2.0,32.0,9.0,santa,2023-01-02 12:00:00,2023,1,2,12
26.0,12.0,3.0,70.0,2.0,18.0,9.0,santa,2023-01-02 13:00:00,2023,1,2,13
29.0,15.0,4.0,63.0,2.0,20.0,,santa,2023-01-02 14:00:00,2023,1,2,14
29.0,19.0,3.0,56.00000000000001,2.0,25.0,,santa,2023-01-02 15:00:00,2023,1,2,15
27.0,22.0,5.0,48.0,2.0,29.0,8.0,santa,2023-01-02 16:00:00,2023,1,2,16
27.0,25.0,5.0,37.0,2.0,31.0,11.0,santa,2023-01-02 17:00:00,2023,1,2,17
20.0,26.0,13.0,28.000000000000004,2.0,41.0,13.0,santa,2023-01-02 18:00:00,2023,1,2,18
14.0,25.0,15.0,30.0,2.0,48.0,14.0,santa,2023-01-02 19:00:00,2023,1,2,19
7.0,22.0,22.0,39.0,2.0,57.0,13.0,santa,2023-01-02 20:00:00,2023,1,2,20
6.0,20.0,23.0,46.0,2.0,60.0,25.0,santa,2023-01-02 21:00:00,2023,1,2,21
13.0,18.0,16.0,48.0,1.0,56.0,21.0,santa,2023-01-02 22:00:00,2023,1,2,22
6.0,15.0,21.0,56.00000000000001,1.0,47.0,18.0,santa,2023-01-02 23:00:00,2023,1,2,23
12.0,13.0,14.0,57.99999999999999,1.0,47.0,17.0,santa,2023-01-03 00:00:00,2023,1,3,0
12.0,11.0,14.0,59.0,1.0,38.0,15.0,santa,2023-01-03 01:00:00,2023,1,3,1
14.0,11.0,9.0,56.00000000000001,1.0,33.0,20.0,santa,2023-01-03 02:00:00,2023,1,3,2
15.0,11.0,7.0,53.0,1.0,24.0,17.0,santa,2023-01-03 03:00:00,2023,1,3,3
17.0,12.0,5.0,44.0,1.0,22.0,15.0,santa,2023-01-03 04:00:00,2023,1,3,4
15.0,13.0,8.0,35.0,1.0,14.0,15.0,santa,2023-01-03 05:00:00,2023,1,3,5
6.0,12.0,14.0,33.0,1.0,17.0,15.0,santa,2023-01-03 06:00:00,2023,1,3,6
2.0,12.0,15.0,28.999999999999996,1.0,28.0,20.0,santa,2023-01-03 07:00:00,2023,1,3,7
3.0,11.0,16.0,35.0,1.0,30.0,21.0,santa,2023-01-03 08:00:00,2023,1,3,8
4.0,10.0,20.0,47.0,1.0,57.0,21.0,santa,2023-01-03 09:00:00,2023,1,3,9
8.0,9.0,24.0,56.99999999999999,1.0,62.0,18.0,santa,2023-01-03 10:00:00,2023,1,3,10
18.0,9.0,13.0,60.0,1.0,54.0,18.0,santa,2023-01-03 11:00:00,2023,1,3,11
28.0,11.0,4.0,61.0,1.0,33.0,12.0,santa,2023-01-03 12:00:00,2023,1,3,12
28.0,12.0,3.0,61.0,1.0,24.0,12.0,santa,2023-01-03 13:00:00,2023,1,3,13
31.0,15.0,3.0,60.0,1.0,23.0,5.0,santa,2023-01-03 14:00:00,2023,1,3,14
33.0,19.0,3.0,56.99999999999999,1.0,23.0,3.0,santa,2023-01-03 15:00:00,2023,1,3,15
38.0,24.0,3.0,49.0,1.0,26.0,5.0,santa,2023-01-03 16:00:00,2023,1,3,16
33.0,27.0,7.0,36.0,1.0,31.0,9.0,santa,2023-01-03 17:00:00,2023,1,3,17
28.0,30.0,11.0,26.0,1.0,33.0,10.0,santa,2023-01-03 18:00:00,2023,1,3,18
17.0,30.0,21.0,28.999999999999996,1.0,44.0,11.0,santa,2023-01-03 19:00:00,2023,1,3,19
8.0,27.0,28.0,38.0,1.0,78.0,21.0,santa,2023-01-03 20:00:00,2023,1,3,20
2.0,24.0,32.0,56.99999999999999,1.0,91.0,32.0,santa,2023-01-03 21:00:00,2023,1,3,21
2.0,20.0,31.0,79.0,1.0,94.0,33.0,santa,2023-01-03 22:00:00,2023,1,3,22
2.0,16.0,30.0,106.0,1.0,95.0,37.0,santa,2023-01-03 23:00:00,2023,1,3,23
3.0,12.0,26.0,122.0,1.0,106.0,42.0,santa,2023-01-04 00:00:00,2023,1,4,0
2.0,8.0,23.0,126.0,1.0,89.0,42.0,santa,2023-01-04 01:00:00,2023,1,4,1
2.0,5.0,23.0,129.0,1.0,72.0,37.0,santa,2023-01-04 02:00:00,2023,1,4,2
2.0,3.0,23.0,130.0,1.0,64.0,32.0,santa,2023-01-04 03:00:00,2023,1,4,3
2.0,2.0,24.0,130.0,2.0,59.0,28.0,santa,2023-01-04 04:00:00,2023,1,4,4
2.0,2.0,23.0,113.99999999999999,2.0,65.0,31.0,santa,2023-01-04 05:00:00,2023,1,4,5
3.0,2.0,21.0,95.0,2.0,57.0,23.0,santa,2023-01-04 06:00:00,2023,1,4,6
2.0,2.0,21.0,72.0,2.0,47.0,19.0,santa,2023-01-04 07:00:00,2023,1,4,7
3.0,2.0,21.0,64.0,2.0,52.0,22.0,santa,2023-01-04 08:00:00,2023,1,4,8
5.0,3.0,23.0,69.0,1.0,68.0,12.0,santa,2023-01-04 09:00:00,2023,1,4,9
12.0,4.0,28.0,74.0,1.0,66.0,12.0,santa,2023-01-04 10:00:00,2023,1,4,10
27.0,7.0,17.0,71.0,1.0,58.0,13.0,santa,2023-01-04 11:00:00,2023,1,4,11
41.0,12.0,11.0,63.0,1.0,39.0,6.0,santa,2023-01-04 12:00:00,2023,1,4,12
48.0,18.0,10.0,61.0,1.0,34.0,6.0,santa,2023-01-04 13:00:00,2023,1,4,13
46.0,23.0,7.0,59.0,2.0,29.0,14.0,santa,2023-01-04 14:00:00,2023,1,4,14
46.0,29.0,7.0,55.00000000000001,2.0,25.0,17.0,santa,2023-01-04 15:00:00,2023,1,4,15
51.0,35.0,4.0,48.0,2.0,30.0,12.0,santa,2023-01-04 16:00:00,2023,1,4,16
49.0,40.0,5.0,38.0,2.0,31.0,14.0,santa,2023-01-04 17:00:00,2023,1,4,17
46.0,44.0,5.0,28.999999999999996,2.0,36.0,14.0,santa,2023-01-04 18:00:00,2023,1,4,18
28.0,44.0,19.0,30.0,2.0,45.0,36.0,santa,2023-01-04 19:00:00,2023,1,4,19
16.0,41.0,28.0,34.0,2.0,68.0,36.0,santa,2023-01-04 20:00:00,2023,1,4,20
9.0,36.0,35.0,43.0,2.0,68.0,30.0,santa,2023-01-04 21:00:00,2023,1,4,21
10.0,32.0,31.0,50.0,1.0,73.0,37.0,santa,2023-01-04 22:00:00,2023,1,4,22
11.0,28.0,25.0,55.00000000000001,1.0,63.0,30.0,santa,2023-01-04 23:00:00,2023,1,4,23
16.0,23.0,24.0,57.99999999999999,1.0,67.0,27.0,santa,2023-01-05 00:00:00,2023,1,5,0
15.0,19.0,21.0,61.0,1.0,52.0,34.0,santa,2023-01-05 01:00:00,2023,1,5,1
14.0,15.0,19.0,62.0,1.0,56.0,38.0,santa,2023-01-05 02:00:00,2023,1,5,2
8.0,12.0,22.0,60.0,1.0,53.0,33.0,santa,2023-01-05 03:00:00,2023,1,5,3
9.0,12.0,20.0,55.00000000000001,1.0,61.0,25.0,santa,2023-01-05 04:00:00,2023,1,5,4
9.0,12.0,19.0,46.0,1.0,48.0,30.0,santa,2023-01-05 05:00:00,2023,1,5,5
6.0,11.0,20.0,42.0,1.0,49.0,30.0,santa,2023-01-05 06:00:00,2023,1,5,6
3.0,10.0,26.0,39.0,1.0,53.0,13.0,santa,2023-01-05 07:00:00,2023,1,5,7
4.0,9.0,25.0,41.0,1.0,48.0,10.0,santa,2023-01-05 08:00:00,2023,1,5,8
9.0,8.0,25.0,46.0,1.0,60.0,14.0,santa,2023-01-05 09:00:00,2023,1,5,9
18.0,8.0,22.0,51.0,1.0,65.0,15.0,santa,2023-01-05 10:00:00,2023,1,5,10
25.0,10.0,24.0,54.0,1.0,55.0,17.0,santa,2023-01-05 11:00:00,2023,1,5,11
43.0,15.0,9.0,54.0,1.0,47.0,23.0,santa,2023-01-05 12:00:00,2023,1,5,12
51.0,20.0,4.0,52.0,1.0,36.0,18.0,santa,2023-01-05 13:00:00,2023,1,5,13
48.0,25.0,6.0,50.0,1.0,33.0,18.0,santa,2023-01-05 14:00:00,2023,1,5,14
51.0,31.0,6.0,47.0,1.0,36.0,13.0,santa,2023-01-05 15:00:00,2023,1,5,15
51.0,37.0,8.0,44.0,1.0,37.0,9.0,santa,2023-01-05 16:00:00,2023,1,5,16
44.0,41.0,9.0,37.0,1.0,43.0,11.0,santa,2023-01-05 17:00:00,2023,1,5,17
33.0,43.0,12.0,31.0,1.0,64.0,20.0,santa,2023-01-05 18:00:00,2023,1,5,18
26.0,43.0,16.0,28.999999999999996,1.0,72.0,22.0,santa,2023-01-05 19:00:00,2023,1,5,19
25.0,41.0,17.0,32.0,1.0,78.0,26.0,santa,2023-01-05 20:00:00,2023,1,5,20
16.0,37.0,26.0,37.0,1.0,85.0,33.0,santa,2023-01-05 21:00:00,2023,1,5,21
15.0,33.0,25.0,43.0,1.0,76.0,39.0,santa,2023-01-05 22:00:00,2023,1,5,22
18.0,29.0,17.0,47.0,1.0,68.0,25.0,santa,2023-01-05 23:00:00,2023,1,5,23
11.0,24.0,20.0,49.0,1.0,56.0,25.0,santa,2023-01-06 00:00:00,2023,1,6,0
15.0,20.0,15.0,50.0,1.0,52.0,16.0,santa,2023-01-06 01:00:00,2023,1,6,1
14.0,18.0,12.0,50.0,1.0,51.0,18.0,santa,2023-01-06 02:00:00,2023,1,6,2
8.0,15.0,18.0,50.0,1.0,44.0,19.0,santa,2023-01-06 03:00:00,2023,1,6,3
5.0,13.0,22.0,51.0,1.0,52.0,10.0,santa,2023-01-06 04:00:00,2023,1,6,4
9.0,12.0,17.0,47.0,1.0,55.0,25.0,santa,2023-01-06 05:00:00,2023,1,6,5
9.0,11.0,19.0,43.0,1.0,40.0,25.0,santa,2023-01-06 06:00:00,2023,1,6,6
6.0,10.0,20.0,41.0,1.0,41.0,21.0,santa,2023-01-06 07:00:00,2023,1,6,7
4.0,9.0,23.0,43.0,1.0,41.0,24.0,santa,2023-01-06 08:00:00,2023,1,6,8
8.0,8.0,23.0,48.0,1.0,52.0,27.0,santa,2023-01-06 09:00:00,2023,1,6,9
20.0,9.0,17.0,52.0,1.0,50.0,31.0,santa,2023-01-06 10:00:00,2023,1,6,10
28.0,11.0,9.0,50.0,1.0,43.0,21.0,santa,2023-01-06 11:00:00,2023,1,6,11
35.0,15.0,7.0,46.0,1.0,31.0,18.0,santa,2023-01-06 12:00:00,2023,1,6,12
42.0,19.0,5.0,45.0,1.0,22.0,10.0,santa,2023-01-06 13:00:00,2023,1,6,13
47.0,24.0,3.0,43.0,1.0,23.0,9.0,santa,2023-01-06 14:00:00,2023,1,6,14
47.0,29.0,5.0,41.0,1.0,22.0,5.0,santa,2023-01-06 15:00:00,2023,1,6,15
44.0,34.0,6.0,36.0,1.0,23.0,3.0,santa,2023-01-06 16:00:00,2023,1,6,16
39.0,38.0,9.0,30.0,1.0,26.0,10.0,santa,2023-01-06 17:00:00,2023,1,6,17
30.0,39.0,15.0,26.0,1.0,38.0,8.0,santa,2023-01-06 18:00:00,2023,1,6,18
24.0,39.0,15.0,27.0,1.0,47.0,25.0,santa,2023-01-06 19:00:00,2023,1,6,19
21.0,37.0,21.0,30.0,1.0,68.0,23.0,santa,2023-01-06 20:00:00,2023,1,6,20
20.0,34.0,20.0,34.0,1.0,67.0,28.0,santa,2023-01-06 21:00:00,2023,1,6,21
15.0,30.0,25.0,40.0,1.0,58.0,30.0,santa,2023-01-06 22:00:00,2023,1,6,22
17.0,26.0,21.0,43.0,1.0,66.0,33.0,santa,2023-01-06 23:00:00,2023,1,6,23
16.0,23.0,21.0,47.0,1.0,62.0,36.0,santa,2023-01-07 00:00:00,2023,1,7,0
17.0,20.0,17.0,49.0,1.0,60.0,24.0,santa,2023-01-07 01:00:00,2023,1,7,1
16.0,18.0,16.0,49.0,1.0,51.0,24.0,santa,2023-01-07 02:00:00,2023,1,7,2
14.0,17.0,15.0,48.0,1.0,47.0,17.0,santa,2023-01-07 03:00:00,2023,1,7,3
4.0,15.0,23.0,47.0,1.0,48.0,11.0,santa,2023-01-07 04:00:00,2023,1,7,4
2.0,13.0,24.0,48.0,1.0,66.0,39.0,santa,2023-01-07 05:00:00,2023,1,7,5
2.0,11.0,21.0,46.0,1.0,70.0,41.0,santa,2023-01-07 06:00:00,2023,1,7,6
2.0,9.0,20.0,47.0,1.0,77.0,36.0,santa,2023-01-07 07:00:00,2023,1,7,7
3.0,8.0,20.0,51.0,1.0,74.0,30.0,santa,2023-01-07 08:00:00,2023,1,7,8
7.0,6.0,20.0,55.00000000000001,1.0,79.0,28.0,santa,2023-01-07 09:00:00,2023,1,7,9
13.0,6.0,24.0,61.0,1.0,76.0,26.0,santa,2023-01-07 10:00:00,2023,1,7,10
25.0,7.0,20.0,64.0,1.0,65.0,27.0,santa,2023-01-07 11:00:00,2023,1,7,11
45.0,12.0,8.0,62.0,1.0,49.0,21.0,santa,2023-01-07 12:00:00,2023,1,7,12
54.0,19.0,4.0,56.99999999999999,1.0,36.0,14.0,santa,2023-01-07 13:00:00,2023,1,7,13
59.0,26.0,6.0,53.0,1.0,30.0,13.0,santa,2023-01-07 14:00:00,2023,1,7,14
62.0,34.0,7.0,49.0,1.0,31.0,10.0,santa,2023-01-07 15:00:00,2023,1,7,15
62.0,41.0,8.0,43.0,1.0,44.0,7.0,santa,2023-01-07 16:00:00,2023,1,7,16
59.0,47.0,7.0,38.0,1.0,43.0,10.0,santa,2023-01-07 17:00:00,2023,1,7,17
52.0,52.0,9.0,32.0,1.0,46.0,15.0,santa,2023-01-07 18:00:00,2023,1,7,18
49.0,55.0,10.0,28.999999999999996,1.0,48.0,22.0,santa,2023-01-07 19:00:00,2023,1,7,19
26.0,53.0,22.0,34.0,1.0,75.0,25.0,santa,2023-01-07 20:00:00,2023,1,7,20
10.0,47.0,26.0,39.0,1.0,81.0,34.0,santa,2023-01-07 21:00:00,2023,1,7,21
10.0,41.0,29.0,45.0,1.0,71.0,36.0,santa,2023-01-07 22:00:00,2023,1,7,22
6.0,34.0,32.0,51.0,1.0,62.0,39.0,santa,2023-01-07 23:00:00,2023,1,7,23
5.0,27.0,29.0,56.00000000000001,1.0,50.0,31.0,santa,2023-01-08 00:00:00,2023,1,8,0
3.0,20.0,28.0,61.0,1.0,61.0,31.0,santa,2023-01-08 01:00:00,2023,1,8,1
3.0,14.0,25.0,65.0,1.0,50.0,38.0,santa,2023-01-08 02:00:00,2023,1,8,2
6.0,9.0,21.0,66.0,1.0,53.0,22.0,santa,2023-01-08 03:00:00,2023,1,8,3
7.0,6.0,20.0,63.0,1.0,50.0,16.0,santa,2023-01-08 04:00:00,2023,1,8,4
8.0,6.0,18.0,60.0,1.0,48.0,16.0,santa,2023-01-08 05:00:00,2023,1,8,5
5.0,5.0,19.0,56.00000000000001,1.0,37.0,14.0,santa,2023-01-08 06:00:00,2023,1,8,6
4.0,5.0,20.0,53.0,1.0,33.0,19.0,santa,2023-01-08 07:00:00,2023,1,8,7
4.0,5.0,20.0,51.0,1.0,40.0,17.0,santa,2023-01-08 08:00:00,2023,1,8,8
14.0,6.0,17.0,49.0,1.0,39.0,15.0,santa,2023-01-08 09:00:00,2023,1,8,9
23.0,9.0,14.0,47.0,1.0,35.0,14.0,santa,2023-01-08 10:00:00,2023,1,8,10
29.0,12.0,22.0,49.0,1.0,39.0,20.0,santa,2023-01-08 11:00:00,2023,1,8,11
42.0,16.0,19.0,50.0,1.0,40.0,23.0,santa,2023-01-08 12:00:00,2023,1,8,12
58.0,22.0,8.0,50.0,1.0,40.0,24.0,santa,2023-01-08 13:00:00,2023,1,8,13
67.0,30.0,6.0,48.0,1.0,38.0,21.0,santa,2023-01-08 14:00:00,2023,1,8,14
61.0,37.0,6.0,46.0,1.0,38.0,20.0,santa,2023-01-08 15:00:00,2023,1,8,15
57.0,44.0,5.0,41.0,1.0,36.0,19.0,santa,2023-01-08 16:00:00,2023,1,8,16
65.0,50.0,2.0,36.0,1.0,47.0,19.0,santa,2023-01-08 17:00:00,2023,1,8,17
59.0,55.0,4.0,34.0,1.0,58.0,18.0,santa,2023-01-08 18:00:00,2023,1,8,18
49.0,57.0,9.0,31.0,1.0,49.0,21.0,santa,2023-01-08 19:00:00,2023,1,8,19
22.0,55.0,25.0,33.0,1.0,69.0,20.0,santa,2023-01-08 20:00:00,2023,1,8,20
19.0,50.0,23.0,36.0,1.0,76.0,27.0,santa,2023-01-08 21:00:00,2023,1,8,21
17.0,44.0,23.0,40.0,1.0,65.0,34.0,santa,2023-01-08 22:00:00,2023,1,8,22
10.0,37.0,27.0,45.0,1.0,64.0,31.0,santa,2023-01-08 23:00:00,2023,1,8,23
11.0,32.0,20.0,49.0,1.0,56.0,37.0,santa,2023-01-09 00:00:00,2023,1,9,0
7.0,24.0,23.0,53.0,1.0,57.0,24.0,santa,2023-01-09 01:00:00,2023,1,9,1
9.0,18.0,19.0,55.00000000000001,1.0,51.0,35.0,santa,2023-01-09 02:00:00,2023,1,9,2
8.0,13.0,18.0,55.00000000000001,1.0,43.0,28.0,santa,2023-01-09 03:00:00,2023,1,9,3
12.0,12.0,13.0,50.0,1.0,42.0,20.0,santa,2023-01-09 04:00:00,2023,1,9,4
13.0,11.0,12.0,47.0,1.0,46.0,19.0,santa,2023-01-09 05:00:00,2023,1,9,5
8.0,10.0,15.0,44.0,1.0,38.0,19.0,santa,2023-01-09 06:00:00,2023,1,9,6
3.0,9.0,21.0,41.0,1.0,39.0,20.0,santa,2023-01-09 07:00:00,2023,1,9,7
3.0,8.0,22.0,44.0,1.0,52.0,13.0,santa,2023-01-09 08:00:00,2023,1,9,8
9.0,8.0,21.0,47.0,1.0,62.0,16.0,santa,2023-01-09 09:00:00,2023,1,9,9
15.0,9.0,21.0,54.0,1.0,72.0,27.0,santa,2023-01-09 10:00:00,2023,1,9,10
26.0,11.0,15.0,56.00000000000001,1.0,64.0,16.0,santa,2023-01-09 11:00:00,2023,1,9,11
36.0,14.0,11.0,56.00000000000001,1.0,44.0,17.0,santa,2023-01-09 12:00:00,2023,1,9,12
52.0,19.0,7.0,56.99999999999999,1.0,38.0,12.0,santa,2023-01-09 13:00:00,2023,1,9,13
57.0,25.0,7.0,56.00000000000001,1.0,35.0,8.0,santa,2023-01-09 14:00:00,2023,1,9,14
59.0,32.0,7.0,54.0,1.0,36.0,6.0,santa,2023-01-09 15:00:00,2023,1,9,15
55.0,39.0,4.0,46.0,1.0,43.0,6.0,santa,2023-01-09 16:00:00,2023,1,9,16
51.0,44.0,6.0,40.0,1.0,42.0,,santa,2023-01-09 17:00:00,2023,1,9,17
53.0,49.0,4.0,31.0,1.0,45.0,,santa,2023-01-09 18:00:00,2023,1,9,18
38.0,50.0,17.0,31.0,1.0,50.0,13.0,santa,2023-01-09 19:00:00,2023,1,9,19
28.0,49.0,27.0,35.0,1.0,77.0,15.0,santa,2023-01-09 20:00:00,2023,1,9,20
11.0,44.0,37.0,43.0,1.0,84.0,43.0,santa,2023-01-09 21:00:00,2023,1,9,21
10.0,38.0,31.0,50.0,1.0,91.0,40.0,santa,2023-01-09 22:00:00,2023,1,9,22
11.0,32.0,26.0,54.0,1.0,89.0,33.0,santa,2023-01-09 23:00:00,2023,1,9,23
11.0,27.0,25.0,57.99999999999999,1.0,76.0,32.0,santa,2023-01-10 00:00:00,2023,1,10,0
17.0,22.0,19.0,62.0,1.0,68.0,28.0,santa,2023-01-10 01:00:00,2023,1,10,1
8.0,17.0,29.0,66.0,1.0,61.0,36.0,santa,2023-01-10 02:00:00,2023,1,10,2
6.0,13.0,29.0,67.0,1.0,70.0,39.0,santa,2023-01-10 03:00:00,2023,1,10,3
5.0,10.0,27.0,65.0,1.0,77.0,37.0,santa,2023-01-10 04:00:00,2023,1,10,4
4.0,9.0,27.0,59.0,1.0,67.0,32.0,santa,2023-01-10 05:00:00,2023,1,10,5
8.0,9.0,23.0,55.00000000000001,1.0,64.0,32.0,santa,2023-01-10 06:00:00,2023,1,10,6
3.0,8.0,27.0,56.99999999999999,1.0,68.0,38.0,santa,2023-01-10 07:00:00,2023,1,10,7
3.0,7.0,27.0,63.0,1.0,78.0,45.0,santa,2023-01-10 08:00:00,2023,1,10,8
6.0,5.0,30.0,71.0,1.0,97.0,34.0,santa,2023-01-10 09:00:00,2023,1,10,9
15.0,6.0,31.0,75.0,1.0,107.0,40.0,santa,2023-01-10 10:00:00,2023,1,10,10
31.0,9.0,23.0,75.0,1.0,97.0,26.0,santa,2023-01-10 11:00:00,2023,1,10,11
48.0,15.0,15.0,74.0,1.0,65.0,21.0,santa,2023-01-10 12:00:00,2023,1,10,12
63.0,22.0,10.0,72.0,1.0,49.0,20.0,santa,2023-01-10 13:00:00,2023,1,10,13
66.0,29.0,6.0,69.0,1.0,47.0,19.0,santa,2023-01-10 14:00:00,2023,1,10,14
69.0,38.0,7.0,63.0,1.0,42.0,12.0,santa,2023-01-10 15:00:00,2023,1,10,15
70.0,46.0,6.0,53.0,2.0,50.0,21.0,santa,2023-01-10 16:00:00,2023,1,10,16
62.0,53.0,6.0,42.0,2.0,50.0,23.0,santa,2023-01-10 17:00:00,2023,1,10,17
51.0,58.0,11.0,34.0,2.0,51.0,20.0,santa,2023-01-10 18:00:00,2023,1,10,18
36.0,58.0,15.0,33.0,2.0,64.0,24.0,santa,2023-01-10 19:00:00,2023,1,10,19
25.0,55.0,24.0,35.0,2.0,88.0,29.0,santa,2023-01-10 20:00:00,2023,1,10,20
22.0,50.0,22.0,38.0,2.0,92.0,33.0,santa,2023-01-10 21:00:00,2023,1,10,21
18.0,44.0,27.0,44.0,2.0,80.0,29.0,santa,2023-01-10 22:00:00,2023,1,10,22
19.0,38.0,26.0,48.0,2.0,74.0,39.0,santa,2023-01-10 23:00:00,2023,1,10,23
20.0,32.0,26.0,51.0,2.0,64.0,31.0,santa,2023-01-11 00:00:00,2023,1,11,0
25.0,27.0,18.0,52.0,2.0,65.0,28.0,santa,2023-01-11 01:00:00,2023,1,11,1
23.0,24.0,15.0,53.0,2.0,54.0,36.0,santa,2023-01-11 02:00:00,2023,1,11,2
13.0,21.0,20.0,52.0,2.0,59.0,38.0,santa,2023-01-11 03:00:00,2023,1,11,3
8.0,19.0,24.0,50.0,2.0,62.0,36.0,santa,2023-01-11 04:00:00,2023,1,11,4
2.0,16.0,28.0,50.0,2.0,68.0,45.0,santa,2023-01-11 05:00:00,2023,1,11,5
3.0,14.0,27.0,49.0,2.0,80.0,45.0,santa,2023-01-11 06:00:00,2023,1,11,6
3.0,12.0,25.0,52.0,2.0,83.0,46.0,santa,2023-01-11 07:00:00,2023,1,11,7
3.0,10.0,25.0,59.0,2.0,87.0,47.0,santa,2023-01-11 08:00:00,2023,1,11,8
6.0,8.0,27.0,68.0,2.0,112.0,47.0,santa,2023-01-11 09:00:00,2023,1,11,9
11.0,6.0,33.0,77.0,2.0,107.0,41.0,santa,2023-01-11 10:00:00,2023,1,11,10
23.0,7.0,31.0,82.0,2.0,101.0,36.0,santa,2023-01-11 11:00:00,2023,1,11,11
44.0,12.0,17.0,82.0,2.0,73.0,29.0,santa,2023-01-11 12:00:00,2023,1,11,12
59.0,19.0,9.0,78.0,2.0,54.0,17.0,santa,2023-01-11 13:00:00,2023,1,11,13
53.0,25.0,5.0,73.0,2.0,51.0,12.0,santa,2023-01-11 14:00:00,2023,1,11,14
50.0,31.0,5.0,66.0,2.0,43.0,8.0,santa,2023-01-11 15:00:00,2023,1,11,15
54.0,38.0,3.0,54.0,2.0,36.0,8.0,santa,2023-01-11 16:00:00,2023,1,11,16
53.0,43.0,4.0,44.0,1.0,40.0,13.0,santa,2023-01-11 17:00:00,2023,1,11,17
48.0,48.0,9.0,34.0,1.0,43.0,21.0,santa,2023-01-11 18:00:00,2023,1,11,18
