O3,O3_8hrs,NO2,CO,SO2,PM10,PM2_5,Estacion,DateTime,Anio,Mes,Dia,Hora
4.0,4.0,7.0,69.0,1.0,45.0,9.0,santa,2024-01-11 13:00:00,2024,1,11,13
5.0,4.0,7.0,64.0,1.0,37.0,11.0,santa,2024-01-11 14:00:00,2024,1,11,14
6.0,4.0,7.0,56.99999999999999,1.0,37.0,8.0,santa,2024-01-11 15:00:00,2024,1,11,15
6.0,4.0,9.0,47.0,1.0,39.0,9.0,santa,2024-01-11 16:00:00,2024,1,11,16
6.0,5.0,12.0,36.0,1.0,32.0,11.0,santa,2024-01-11 17:00:00,2024,1,11,17
6.0,5.0,13.0,27.0,1.0,51.0,21.0,santa,2024-01-11 18:00:00,2024,1,11,18
4.0,5.0,19.0,25.0,1.0,55.0,23.0,santa,2024-01-11 19:00:00,2024,1,11,19
3.0,5.0,20.0,28.999999999999996,1.0,60.0,25.0,santa,2024-01-11 20:00:00,2024,1,11,20
3.0,5.0,24.0,45.0,1.0,79.0,29.0,santa,2024-01-11 21:00:00,2024,1,11,21
3.0,5.0,23.0,57.99999999999999,1.0,88.0,32.0,santa,2024-01-11 22:00:00,2024,1,11,22
3.0,4.0,19.0,67.0,2.0,77.0,26.0,santa,2024-01-11 23:00:00,2024,1,11,23
3.0,4.0,13.0,72.0,2.0,60.0,16.0,santa,2024-01-12 00:00:00,2024,1,12,0
3.0,4.0,13.0,74.0,2.0,47.0,15.0,santa,2024-01-12 01:00:00,2024,1,12,1
3.0,3.0,9.0,74.0,2.0,33.0,11.0,santa,2024-01-12 02:00:00,2024,1,12,2
3.0,3.0,7.0,70.0,2.0,24.0,13.0,santa,2024-01-12 03:00:00,2024,1,12,3
3.0,3.0,6.0,63.0,2.0,22.0,9.0,santa,2024-01-12 04:00:00,2024,1,12,4
3.0,3.0,13.0,49.0,2.0,23.0,13.0,santa,2024-01-12 05:00:00,2024,1,12,5
3.0,3.0,16.0,39.0,2.0,36.0,25.0,santa,2024-01-12 06:00:00,2024,1,12,6
3.0,3.0,16.0,36.0,2.0,52.0,32.0,santa,2024-01-12 07:00:00,2024,1,12,7
3.0,3.0,15.0,42.0,2.0,53.0,33.0,santa,2024-01-12 08:00:00,2024,1,12,8
3.0,3.0,18.0,50.0,1.0,67.0,32.0,santa,2024-01-12 09:00:00,2024,1,12,9
3.0,3.0,21.0,60.0,1.0,74.0,27.0,santa,2024-01-12 10:00:00,2024,1,12,10
3.0,3.0,15.0,66.0,1.0,63.0,17.0,santa,2024-01-12 11:00:00,2024,1,12,11
4.0,3.0,9.0,67.0,1.0,46.0,17.0,santa,2024-01-12 12:00:00,2024,1,12,12
4.0,3.0,9.0,67.0,2.0,42.0,8.0,santa,2024-01-12 13:00:00,2024,1,12,13
5.0,4.0,8.0,64.0,2.0,38.0,9.0,santa,2024-01-12 14:00:00,2024,1,12,14
6.0,4.0,7.0,57.99999999999999,2.0,45.0,11.0,santa,2024-01-12 15:00:00,2024,1,12,15
