DateTime,O3,CO,NO2,SO2,PM10,PM2.5,Estacion,Anio,Mes,Dia,Hora
2022-01-01 00:00:00,5.04,,26.6,3.19,186.0,84.0,AGUA SANTA,2022,1,1,0
2022-01-01 01:00:00,6.25,,23.6,2.94,207.0,132.0,AGUA SANTA,2022,1,1,1
2022-01-01 02:00:00,4.81,,26.8,3.11,245.0,159.0,AGUA SANTA,2022,1,1,2
2022-01-01 03:00:00,4.7,,25.7,2.29,271.0,158.0,AGUA SANTA,2022,1,1,3
2022-01-01 04:00:00,4.62,,24.1,2.63,260.0,169.0,AGUA SANTA,2022,1,1,4
2022-01-01 05:00:00,4.5,,23.3,2.06,237.0,157.0,AGUA SANTA,2022,1,1,5
2022-01-01 06:00:00,5.15,,21.4,1.85,268.0,161.0,AGUA SANTA,2022,1,1,6
2022-01-01 07:00:00,5.83,,18.8,2.09,250.0,154.0,AGUA SANTA,2022,1,1,7
2022-01-01 08:00:00,14.26,,14.3,3.88,178.0,111.0,AGUA SANTA,2022,1,1,8
2022-01-01 09:00:00,31.6,,11.0,3.55,133.0,94.0,AGUA SANTA,2022,1,1,9
2022-01-01 10:00:00,49.47,,6.8,2.19,65.0,48.0,AGUA SANTA,2022,1,1,10
2022-01-01 11:00:00,64.32,,4.4,1.74,55.0,39.0,AGUA SANTA,2022,1,1,11
2022-01-01 12:00:00,73.41,,3.1,2.02,27.0,26.0,AGUA SANTA,2022,1,1,12
2022-01-01 13:00:00,72.95,,4.7,1.99,27.0,22.5,AGUA SANTA,2022,1,1,13
2022-01-01 14:00:00,55.06,,2.6,1.06,46.0,19.0,AGUA SANTA,2022,1,1,14
2022-01-01 15:00:00,57.95,,2.6,1.16,43.0,13.0,AGUA SANTA,2022,1,1,15
2022-01-01 16:00:00,57.1,,2.4,1.13,37.0,19.0,AGUA SANTA,2022,1,1,16
2022-01-01 17:00:00,45.23,,5.8,1.09,44.0,26.0,AGUA SANTA,2022,1,1,17
2022-01-01 18:00:00,26.22,,19.0,1.69,64.0,19.0,AGUA SANTA,2022,1,1,18
2022-01-01 19:00:00,28.4,,19.4,1.92,47.0,12.0,AGUA SANTA,2022,1,1,19
2022-01-01 20:00:00,4.95,,33.8,2.47,100.0,24.0,AGUA SANTA,2022,1,1,20
2022-01-01 21:00:00,2.79,,32.1,1.93,105.0,51.0,AGUA SANTA,2022,1,1,21
2022-01-01 22:00:00,6.7,,25.5,1.4,94.0,73.0,AGUA SANTA,2022,1,1,22
2022-01-01 23:00:00,3.56,,24.7,1.08,144.0,62.0,AGUA SANTA,2022,1,1,23
2022-01-02 00:00:00,3.89,,24.5,1.52,133.0,52.0,AGUA SANTA,2022,1,2,0
2022-01-02 01:00:00,4.08,,23.5,1.62,118.0,58.0,AGUA SANTA,2022,1,2,1
2022-01-02 02:00:00,6.68,,18.9,1.18,93.0,58.0,AGUA SANTA,2022,1,2,2
2022-01-02 03:00:00,8.53,,15.2,1.35,90.0,42.0,AGUA SANTA,2022,1,2,3
2022-01-02 04:00:00,7.86,,15.1,1.58,62.0,33.0,AGUA SANTA,2022,1,2,4
2022-01-02 05:00:00,7.87,,13.3,0.95,70.0,28.0,AGUA SANTA,2022,1,2,5
2022-01-02 06:00:00,6.32,,14.5,0.81,55.0,31.0,AGUA SANTA,2022,1,2,6
2022-01-02 07:00:00,6.64,,14.1,1.0,60.0,29.0,AGUA SANTA,2022,1,2,7
2022-01-02 08:00:00,14.21,,11.4,1.76,42.0,29.0,AGUA SANTA,2022,1,2,8
2022-01-02 09:00:00,22.64,,10.4,1.76,34.0,19.0,AGUA SANTA,2022,1,2,9
2022-01-02 10:00:00,35.99,,7.1,2.11,27.0,13.0,AGUA SANTA,2022,1,2,10
2022-01-02 11:00:00,42.05,,3.1,0.8,57.0,14.0,AGUA SANTA,2022,1,2,11
2022-01-02 12:00:00,51.34,,4.5,0.7,77.0,14.0,AGUA SANTA,2022,1,2,12
2022-01-02 13:00:00,65.95,,6.6,1.06,55.0,16.0,AGUA SANTA,2022,1,2,13
2022-01-02 14:00:00,55.7,,5.1,0.79,40.0,22.0,AGUA SANTA,2022,1,2,14
2022-01-02 15:00:00,37.68,,6.7,0.63,118.0,24.0,AGUA SANTA,2022,1,2,15
2022-01-02 16:00:00,33.91,,7.9,0.46,157.0,21.0,AGUA SANTA,2022,1,2,16
2022-01-02 17:00:00,29.51,,10.0,0.68,121.0,23.0,AGUA SANTA,2022,1,2,17
2022-01-02 18:00:00,24.78,,10.8,1.11,82.0,49.0,AGUA SANTA,2022,1,2,18
2022-01-02 19:00:00,19.87,,10.0,0.59,57.0,26.0,AGUA SANTA,2022,1,2,19
2022-01-02 20:00:00,20.06,,8.9,0.74,45.0,35.0,AGUA SANTA,2022,1,2,20
2022-01-02 21:00:00,21.24,,9.1,0.56,24.0,12.0,AGUA SANTA,2022,1,2,21
2022-01-02 22:00:00,25.13,,6.5,0.24,37.0,15.0,AGUA SANTA,2022,1,2,22
2022-01-02 23:00:00,26.54,,5.0,0.37,12.0,10.0,AGUA SANTA,2022,1,2,23
2022-01-03 00:00:00,25.58,,4.5,0.17,22.0,5.0,AGUA SANTA,2022,1,3,0
2022-01-03 01:00:00,25.63,,3.6,0.01,20.0,7.0,AGUA SANTA,2022,1,3,1
2022-01-03 02:00:00,25.95,,3.3,0.16,16.5,21.0,AGUA SANTA,2022,1,3,2
2022-01-03 03:00:00,24.09,,4.3,0.11,13.0,20.25,AGUA SANTA,2022,1,3,3
2022-01-03 04:00:00,21.95,,5.1,0.14,15.0,19.5,AGUA SANTA,2022,1,3,4
2022-01-03 05:00:00,17.08,,7.1,0.15,9.0,18.75,AGUA SANTA,2022,1,3,5
2022-01-03 06:00:00,6.34,,12.7,0.27,26.0,18.0,AGUA SANTA,2022,1,3,6
2022-01-03 07:00:00,4.19,,14.5,0.59,18.0,20.0,AGUA SANTA,2022,1,3,7
2022-01-03 08:00:00,13.51,,12.9,0.6,48.0,15.0,AGUA SANTA,2022,1,3,8
2022-01-03 09:00:00,28.55,,7.7,0.45,24.0,8.5,AGUA SANTA,2022,1,3,9
2022-01-03 10:00:00,34.64,,6.7,0.22,17.0,2.0,AGUA SANTA,2022,1,3,10
2022-01-03 11:00:00,41.38,,7.5,0.37,34.0,2.0,AGUA SANTA,2022,1,3,11
2022-01-03 12:00:00,50.62,,7.9,0.41,35.0,9.0,AGUA SANTA,2022,1,3,12
2022-01-03 13:00:00,49.31,,6.4,0.4,38.0,15.5,AGUA SANTA,2022,1,3,13
2022-01-03 14:00:00,42.24,,5.1,0.32,24.0,22.0,AGUA SANTA,2022,1,3,14
2022-01-03 15:00:00,41.35,,4.3,0.33,18.0,15.0,AGUA SANTA,2022,1,3,15
2022-01-03 16:00:00,31.46,,8.5,0.37,22.0,20.0,AGUA SANTA,2022,1,3,16
2022-01-03 17:00:00,25.05,,12.2,0.32,41.0,27.0,AGUA SANTA,2022,1,3,17
2022-01-03 18:00:00,19.21,,16.0,0.68,84.0,55.0,AGUA SANTA,2022,1,3,18
2022-01-03 19:00:00,19.16,,14.8,0.63,78.0,31.0,AGUA SANTA,2022,1,3,19
2022-01-03 20:00:00,19.2,,13.2,0.37,65.0,20.0,AGUA SANTA,2022,1,3,20
2022-01-03 21:00:00,13.13,,14.5,0.11,67.0,32.0,AGUA SANTA,2022,1,3,21
2022-01-03 22:00:00,10.63,,15.2,0.31,34.0,33.0,AGUA SANTA,2022,1,3,22
2022-01-03 23:00:00,4.78,,17.7,0.43,54.0,10.0,AGUA SANTA,2022,1,3,23
2022-01-04 00:00:00,3.74,,17.2,0.36,55.0,13.0,AGUA SANTA,2022,1,4,0
2022-01-04 01:00:00,3.09,,16.9,0.24,49.0,22.0,AGUA SANTA,2022,1,4,1
2022-01-04 02:00:00,5.22,,14.5,0.09,37.0,13.0,AGUA SANTA,2022,1,4,2
2022-01-04 03:00:00,5.97,,11.9,0.215,38.0,14.0,AGUA SANTA,2022,1,4,3
2022-01-04 04:00:00,4.93,,11.0,0.34,38.0,12.0,AGUA SANTA,2022,1,4,4
2022-01-04 05:00:00,3.57,,12.5,0.37,55.0,17.0,AGUA SANTA,2022,1,4,5
2022-01-04 06:00:00,3.03,,15.9,0.8,75.0,26.0,AGUA SANTA,2022,1,4,6
2022-01-04 07:00:00,3.63,,17.1,1.35,83.0,38.0,AGUA SANTA,2022,1,4,7
2022-01-04 08:00:00,9.46,,19.0,1.45,85.0,40.0,AGUA SANTA,2022,1,4,8
2022-01-04 09:00:00,21.65,,20.6,1.25,101.0,21.0,AGUA SANTA,2022,1,4,9
2022-01-04 10:00:00,37.02,,21.7,1.2,68.0,20.0,AGUA SANTA,2022,1,4,10
2022-01-04 11:00:00,53.64,,18.1,1.42,45.0,19.0,AGUA SANTA,2022,1,4,11
2022-01-04 12:00:00,52.14,,10.0,1.02,59.0,27.0,AGUA SANTA,2022,1,4,12
2022-01-04 13:00:00,64.44,,8.3,0.96,22.0,9.0,AGUA SANTA,2022,1,4,13
2022-01-04 14:00:00,68.62,,6.9,1.09,50.0,25.0,AGUA SANTA,2022,1,4,14
2022-01-04 15:00:00,63.74,,5.6,0.74,50.0,1.0,AGUA SANTA,2022,1,4,15
2022-01-04 16:00:00,61.0,,7.1,0.65,29.0,6.0,AGUA SANTA,2022,1,4,16
2022-01-04 17:00:00,54.93,,10.1,0.56,62.0,17.0,AGUA SANTA,2022,1,4,17
2022-01-04 18:00:00,53.08,,12.4,0.89,79.0,23.666666666666668,AGUA SANTA,2022,1,4,18
2022-01-04 19:00:00,33.55,,25.2,1.21,75.0,30.333333333333336,AGUA SANTA,2022,1,4,19
2022-01-04 20:00:00,6.19,,46.0,2.19,145.0,37.0,AGUA SANTA,2022,1,4,20
2022-01-04 21:00:00,3.17,,42.4,2.35,134.0,44.0,AGUA SANTA,2022,1,4,21
2022-01-04 22:00:00,3.43,,37.4,2.17,151.0,62.0,AGUA SANTA,2022,1,4,22
2022-01-04 23:00:00,3.19,,34.1,1.56,208.0,86.0,AGUA SANTA,2022,1,4,23
2022-01-05 00:00:00,7.76,,28.3,1.07,163.0,59.0,AGUA SANTA,2022,1,5,0
2022-01-05 01:00:00,4.96,,28.4,0.84,131.0,73.0,AGUA SANTA,2022,1,5,1
2022-01-05 02:00:00,3.37,,27.7,0.87,130.0,72.0,AGUA SANTA,2022,1,5,2
2022-01-05 03:00:00,3.2,,27.2,0.75,101.0,49.0,AGUA SANTA,2022,1,5,3
2022-01-05 04:00:00,3.62,,25.7,0.72,79.0,27.0,AGUA SANTA,2022,1,5,4
2022-01-05 05:00:00,4.64,,25.3,0.9,98.0,45.0,AGUA SANTA,2022,1,5,5
2022-01-05 06:00:00,3.31,,25.5,1.08,92.0,46.0,AGUA SANTA,2022,1,5,6
2022-01-05 07:00:00,4.68,,24.2,1.69,115.0,55.0,AGUA SANTA,2022,1,5,7
2022-01-05 08:00:00,7.64,,24.5,2.33,124.0,45.0,AGUA SANTA,2022,1,5,8
2022-01-05 09:00:00,15.77,,27.4,2.18,109.0,36.0,AGUA SANTA,2022,1,5,9
2022-01-05 10:00:00,32.33,,26.8,1.55,78.0,28.0,AGUA SANTA,2022,1,5,10
2022-01-05 11:00:00,61.78,,13.7,1.5,55.0,9.0,AGUA SANTA,2022,1,5,11
2022-01-05 12:00:00,70.87,,8.8,1.45,52.0,17.0,AGUA SANTA,2022,1,5,12
2022-01-05 13:00:00,71.66,,5.3,1.23,62.0,7.0,AGUA SANTA,2022,1,5,13
2022-01-05 14:00:00,77.05,,4.9,1.28,38.0,25.0,AGUA SANTA,2022,1,5,14
2022-01-05 15:00:00,78.58,,6.0,1.46,57.0,10.0,AGUA SANTA,2022,1,5,15
2022-01-05 16:00:00,69.55,,10.9,1.46,67.0,17.0,AGUA SANTA,2022,1,5,16
2022-01-05 17:00:00,52.09,,18.8,1.37,76.0,22.0,AGUA SANTA,2022,1,5,17
2022-01-05 18:00:00,37.98,,27.2,1.69,78.0,28.0,AGUA SANTA,2022,1,5,18
2022-01-05 19:00:00,24.28,,36.0,1.63,127.0,44.0,AGUA SANTA,2022,1,5,19
2022-01-05 20:00:00,15.25,,41.2,2.08,137.0,37.0,AGUA SANTA,2022,1,5,20
2022-01-05 21:00:00,6.02,,46.1,2.38,157.0,52.0,AGUA SANTA,2022,1,5,21
2022-01-05 22:00:00,3.03,,45.8,3.07,161.0,44.0,AGUA SANTA,2022,1,5,22
2022-01-05 23:00:00,6.96,,38.3,2.04,161.0,53.0,AGUA SANTA,2022,1,5,23
2022-01-06 00:00:00,9.32,,30.9,1.33,123.0,82.0,AGUA SANTA,2022,1,6,0
2022-01-06 01:00:00,5.73,,32.1,1.02,186.0,80.0,AGUA SANTA,2022,1,6,1
2022-01-06 02:00:00,10.71,,27.0,1.26,112.0,37.0,AGUA SANTA,2022,1,6,2
2022-01-06 03:00:00,3.68,,33.1,1.44,137.0,61.0,AGUA SANTA,2022,1,6,3
2022-01-06 04:00:00,2.6,,32.6,1.04,141.0,66.0,AGUA SANTA,2022,1,6,4
2022-01-06 05:00:00,3.15,,29.4,0.96,111.0,52.0,AGUA SANTA,2022,1,6,5
2022-01-06 06:00:00,3.38,,27.1,1.37,145.0,69.0,AGUA SANTA,2022,1,6,6
2022-01-06 07:00:00,5.52,,26.3,2.07,89.0,43.0,AGUA SANTA,2022,1,6,7
2022-01-06 08:00:00,11.28,,25.4,2.48,103.0,5.0,AGUA SANTA,2022,1,6,8
2022-01-06 09:00:00,17.13,,28.1,2.2,124.0,31.0,AGUA SANTA,2022,1,6,9
2022-01-06 10:00:00,35.46,,27.2,1.94,73.0,25.0,AGUA SANTA,2022,1,6,10
2022-01-06 11:00:00,65.69,,15.9,2.1,64.0,18.0,AGUA SANTA,2022,1,6,11
2022-01-06 12:00:00,75.63,,7.1,2.6,61.0,21.0,AGUA SANTA,2022,1,6,12
2022-01-06 13:00:00,66.28,,6.7,1.66,64.0,21.0,AGUA SANTA,2022,1,6,13
2022-01-06 14:00:00,69.8,,4.7,1.87,59.0,10.0,AGUA SANTA,2022,1,6,14
2022-01-06 15:00:00,72.9,,4.7,1.86,57.0,14.0,AGUA SANTA,2022,1,6,15
2022-01-06 16:00:00,70.1,,7.5,2.06,57.0,19.0,AGUA SANTA,2022,1,6,16
2022-01-06 17:00:00,66.62,,6.6,1.9,72.0,18.0,AGUA SANTA,2022,1,6,17
2022-01-06 18:00:00,42.86,,20.5,1.95,80.0,28.0,AGUA SANTA,2022,1,6,18
2022-01-06 19:00:00,25.99,,30.0,1.83,81.0,37.0,AGUA SANTA,2022,1,6,19
2022-01-06 20:00:00,18.22,,32.6,1.54,116.0,34.0,AGUA SANTA,2022,1,6,20
2022-01-06 21:00:00,21.82,,22.6,1.27,39.0,9.0,AGUA SANTA,2022,1,6,21
2022-01-06 22:00:00,40.64,,8.1,0.42,368.0,27.0,AGUA SANTA,2022,1,6,22
2022-01-06 23:00:00,36.28,,5.6,0.6,327.0,35.0,AGUA SANTA,2022,1,6,23
2022-01-07 00:00:00,38.57,,4.6,0.55,31.0,4.0,AGUA SANTA,2022,1,7,0
2022-01-07 01:00:00,28.76,,7.6,0.49,18.0,2.0,AGUA SANTA,2022,1,7,1
2022-01-07 02:00:00,23.43,,7.4,0.49,13.0,7.0,AGUA SANTA,2022,1,7,2
2022-01-07 03:00:00,14.74,,11.7,0.45,39.0,14.0,AGUA SANTA,2022,1,7,3
2022-01-07 04:00:00,13.57,,10.8,0.78,18.0,14.0,AGUA SANTA,2022,1,7,4
2022-01-07 05:00:00,9.14,,12.4,0.68,20.0,23.0,AGUA SANTA,2022,1,7,5
2022-01-07 06:00:00,4.02,,17.6,0.53,67.0,29.0,AGUA SANTA,2022,1,7,6
2022-01-07 07:00:00,3.42,,18.2,1.6,37.0,17.0,AGUA SANTA,2022,1,7,7
2022-01-07 08:00:00,6.16,,17.5,2.72,55.0,28.0,AGUA SANTA,2022,1,7,8
2022-01-07 09:00:00,11.03,,21.7,3.59,57.0,17.0,AGUA SANTA,2022,1,7,9
2022-01-07 10:00:00,22.64,,26.7,2.61,54.0,26.0,AGUA SANTA,2022,1,7,10
2022-01-07 11:00:00,43.5,,15.0,2.53,42.0,20.0,AGUA SANTA,2022,1,7,11
2022-01-07 12:00:00,54.27,,8.6,2.31,30.0,6.0,AGUA SANTA,2022,1,7,12
2022-01-07 13:00:00,51.94,,7.3,1.38,22.0,2.0,AGUA SANTA,2022,1,7,13
2022-01-07 14:00:00,55.01,,7.6,1.34,31.0,20.0,AGUA SANTA,2022,1,7,14
2022-01-07 15:00:00,51.57,,7.7,1.02,31.0,21.0,AGUA SANTA,2022,1,7,15
2022-01-07 16:00:00,48.2,,10.9,0.88,39.0,22.0,AGUA SANTA,2022,1,7,16
2022-01-07 17:00:00,50.19,,11.7,0.98,58.0,14.0,AGUA SANTA,2022,1,7,17
2022-01-07 18:00:00,29.33,,18.3,1.39,72.0,30.0,AGUA SANTA,2022,1,7,18
2022-01-07 19:00:00,21.73,,19.2,0.85,104.0,35.0,AGUA SANTA,2022,1,7,19
2022-01-07 20:00:00,15.34,,21.7,1.0,65.0,47.0,AGUA SANTA,2022,1,7,20
2022-01-07 21:00:00,11.91,,21.7,0.65,69.0,32.0,AGUA SANTA,2022,1,7,21
2022-01-07 22:00:00,5.0,,25.6,0.75,66.0,23.0,AGUA SANTA,2022,1,7,22
2022-01-07 23:00:00,8.58,,21.3,0.79,53.0,22.0,AGUA SANTA,2022,1,7,23
2022-01-08 00:00:00,12.5,,16.2,0.34,58.0,22.5,AGUA SANTA,2022,1,8,0
2022-01-08 01:00:00,15.84,,13.1,0.54,40.0,23.0,AGUA SANTA,2022,1,8,1
2022-01-08 02:00:00,13.15,,13.5,0.45,40.0,26.0,AGUA SANTA,2022,1,8,2
2022-01-08 03:00:00,14.57,,11.3,0.17,54.0,29.0,AGUA SANTA,2022,1,8,3
2022-01-08 04:00:00,14.22,,11.7,0.27,23.0,32.0,AGUA SANTA,2022,1,8,4
2022-01-08 05:00:00,8.81,,14.5,0.32,35.0,35.0,AGUA SANTA,2022,1,8,5
2022-01-08 06:00:00,3.01,,19.2,0.73,40.0,35.0,AGUA SANTA,2022,1,8,6
2022-01-08 07:00:00,3.37,,15.8,1.56,99.0,54.0,AGUA SANTA,2022,1,8,7
2022-01-08 08:00:00,6.71,,17.3,1.63,119.0,54.0,AGUA SANTA,2022,1,8,8
2022-01-08 09:00:00,13.94,,17.2,2.54,55.0,43.0,AGUA SANTA,2022,1,8,9
2022-01-08 10:00:00,24.05,,17.5,1.58,51.0,14.0,AGUA SANTA,2022,1,8,10
2022-01-08 11:00:00,43.39,,10.1,0.81,46.0,23.0,AGUA SANTA,2022,1,8,11
2022-01-08 12:00:00,58.26,,8.0,0.75,27.0,21.0,AGUA SANTA,2022,1,8,12
2022-01-08 13:00:00,61.62,,4.7,0.65,21.0,20.0,AGUA SANTA,2022,1,8,13
2022-01-08 14:00:00,56.09,,4.8,0.62,59.0,19.0,AGUA SANTA,2022,1,8,14
2022-01-08 15:00:00,53.56,,7.5,0.73,67.0,20.0,AGUA SANTA,2022,1,8,15
2022-01-08 16:00:00,49.93,,9.3,0.79,53.0,10.0,AGUA SANTA,2022,1,8,16
2022-01-08 17:00:00,52.28,,6.4,1.05,61.0,23.0,AGUA SANTA,2022,1,8,17
2022-01-08 18:00:00,37.78,,13.6,0.8,71.0,27.0,AGUA SANTA,2022,1,8,18
2022-01-08 19:00:00,13.72,,32.5,1.48,108.0,64.0,AGUA SANTA,2022,1,8,19
2022-01-08 20:00:00,27.61,,13.1,0.3,59.0,29.0,AGUA SANTA,2022,1,8,20
2022-01-08 21:00:00,17.19,,17.0,0.78,30.0,31.0,AGUA SANTA,2022,1,8,21
2022-01-08 22:00:00,25.22,,12.1,0.85,42.0,12.0,AGUA SANTA,2022,1,8,22
2022-01-08 23:00:00,37.76,,5.7,0.77,92.0,30.0,AGUA SANTA,2022,1,8,23
2022-01-09 00:00:00,36.17,,6.5,0.08,36.0,28.25,AGUA SANTA,2022,1,9,0
2022-01-09 01:00:00,34.72,,6.3,0.37,12.0,26.5,AGUA SANTA,2022,1,9,1
2022-01-09 02:00:00,26.7,,9.7,0.22,26.0,24.75,AGUA SANTA,2022,1,9,2
2022-01-09 03:00:00,17.88,,12.3,0.22,43.0,23.0,AGUA SANTA,2022,1,9,3
2022-01-09 04:00:00,16.78,,11.1,0.3,22.0,19.5,AGUA SANTA,2022,1,9,4
2022-01-09 05:00:00,11.15,,14.1,0.36,34.0,16.0,AGUA SANTA,2022,1,9,5
2022-01-09 06:00:00,3.6,,18.9,0.29,59.0,47.0,AGUA SANTA,2022,1,9,6
2022-01-09 07:00:00,5.64,,16.5,0.52,43.0,33.0,AGUA SANTA,2022,1,9,7
2022-01-09 08:00:00,13.18,,13.6,0.73,62.0,15.0,AGUA SANTA,2022,1,9,8
2022-01-09 09:00:00,25.63,,13.4,1.34,11.0,14.0,AGUA SANTA,2022,1,9,9
2022-01-09 10:00:00,41.35,,8.3,0.71,16.0,13.0,AGUA SANTA,2022,1,9,10
2022-01-09 11:00:00,52.99,,6.9,1.48,11.0,12.0,AGUA SANTA,2022,1,9,11
2022-01-09 12:00:00,62.58,,5.5,1.3,14.0,11.0,AGUA SANTA,2022,1,9,12
2022-01-09 13:00:00,62.69,,4.2,1.05,22.0,10.0,AGUA SANTA,2022,1,9,13
2022-01-09 14:00:00,68.44,,4.4,1.03,22.0,14.0,AGUA SANTA,2022,1,9,14
2022-01-09 15:00:00,72.66,,5.9,0.98,24.0,9.0,AGUA SANTA,2022,1,9,15
2022-01-09 16:00:00,69.13,,6.5,1.24,28.0,7.0,AGUA SANTA,2022,1,9,16
2022-01-09 17:00:00,66.14,,4.5,0.86,58.0,32.0,AGUA SANTA,2022,1,9,17
2022-01-09 18:00:00,58.58,,7.0,1.0,58.0,58.0,AGUA SANTA,2022,1,9,18
2022-01-09 19:00:00,23.59,,16.6,0.93,34.0,21.0,AGUA SANTA,2022,1,9,19
2022-01-09 20:00:00,35.3,,8.8,0.24,56.0,25.0,AGUA SANTA,2022,1,9,20
2022-01-09 21:00:00,40.48,,8.0,0.53,28.0,29.0,AGUA SANTA,2022,1,9,21
2022-01-09 22:00:00,43.8,,7.5,0.26,33.0,12.0,AGUA SANTA,2022,1,9,22
2022-01-09 23:00:00,43.8,,6.6,0.61,34.0,30.0,AGUA SANTA,2022,1,9,23
2022-01-10 00:00:00,43.72,,6.2,0.63,27.0,20.0,AGUA SANTA,2022,1,10,0
2022-01-10 01:00:00,36.19,,8.2,0.56,40.0,3.0,AGUA SANTA,2022,1,10,1
2022-01-10 02:00:00,41.85,,6.8,0.43,31.0,2.0,AGUA SANTA,2022,1,10,2
2022-01-10 03:00:00,50.59,,3.2,0.68,14.0,9.5,AGUA SANTA,2022,1,10,3
2022-01-10 04:00:00,38.53,,6.8,0.96,34.0,17.0,AGUA SANTA,2022,1,10,4
2022-01-10 05:00:00,37.0,,7.3,0.57,43.0,13.5,AGUA SANTA,2022,1,10,5
2022-01-10 06:00:00,30.35,,11.0,0.32,33.0,10.0,AGUA SANTA,2022,1,10,6
2022-01-10 07:00:00,25.66,,12.3,0.36,47.0,36.0,AGUA SANTA,2022,1,10,7
2022-01-10 08:00:00,30.62,,9.7,0.7,46.0,31.0,AGUA SANTA,2022,1,10,8
2022-01-10 09:00:00,37.02,,6.9,0.24,70.0,20.0,AGUA SANTA,2022,1,10,9
2022-01-10 10:00:00,41.77,,5.0,0.13,63.0,9.0,AGUA SANTA,2022,1,10,10
2022-01-10 11:00:00,46.21,,4.1,0.16,21.0,7.0,AGUA SANTA,2022,1,10,11
2022-01-10 12:00:00,46.97,,6.5,0.19,28.0,12.333333333333332,AGUA SANTA,2022,1,10,12
2022-01-10 13:00:00,50.5,,4.7,0.17,26.0,17.666666666666664,AGUA SANTA,2022,1,10,13
2022-01-10 14:00:00,33.87,,7.0,0.51,41.0,23.0,AGUA SANTA,2022,1,10,14
2022-01-10 15:00:00,21.91,,9.3,0.61,55.0,13.0,AGUA SANTA,2022,1,10,15
2022-01-10 16:00:00,20.42,,7.9,0.13,50.0,17.5,AGUA SANTA,2022,1,10,16
2022-01-10 17:00:00,19.62,,7.7,0.41,23.0,22.0,AGUA SANTA,2022,1,10,17
2022-01-10 18:00:00,14.25,,10.4,0.13,53.0,28.0,AGUA SANTA,2022,1,10,18
2022-01-10 19:00:00,13.44,,10.4,0.4,38.0,34.0,AGUA SANTA,2022,1,10,19
2022-01-10 20:00:00,17.78,,8.9,0.08,24.0,22.0,AGUA SANTA,2022,1,10,20
2022-01-10 21:00:00,17.15,,7.8,0.16,21.0,10.0,AGUA SANTA,2022,1,10,21
2022-01-10 22:00:00,18.78,,6.4,0.1,10.0,1.0,AGUA SANTA,2022,1,10,22
2022-01-10 23:00:00,21.67,,4.7,0.08,28.0,9.0,AGUA SANTA,2022,1,10,23
2022-01-11 00:00:00,23.71,,3.2,0.15,6.0,7.8,AGUA SANTA,2022,1,11,0
2022-01-11 01:00:00,22.42,,3.3,0.05,8.0,6.6,AGUA SANTA,2022,1,11,1
2022-01-11 02:00:00,21.38,,3.0,0.095,23.0,5.4,AGUA SANTA,2022,1,11,2
2022-01-11 03:00:00,22.51,,3.0,0.14,1.0,4.2,AGUA SANTA,2022,1,11,3
2022-01-11 04:00:00,22.18,,3.6,0.11,4.0,3.0,AGUA SANTA,2022,1,11,4
2022-01-11 05:00:00,20.39,,4.4,0.13,8.0,7.5,AGUA SANTA,2022,1,11,5
2022-01-11 06:00:00,9.29,,10.7,0.21,15.0,12.0,AGUA SANTA,2022,1,11,6
2022-01-11 07:00:00,8.78,,11.7,0.41,19.0,12.5,AGUA SANTA,2022,1,11,7
2022-01-11 08:00:00,15.87,,7.5,0.32,26.0,13.0,AGUA SANTA,2022,1,11,8
2022-01-11 09:00:00,21.85,,6.2,0.52,7.0,12.333333333333334,AGUA SANTA,2022,1,11,9
2022-01-11 10:00:00,30.33,,3.7,0.385,21.0,11.666666666666666,AGUA SANTA,2022,1,11,10
2022-01-11 11:00:00,34.71,,6.3,0.25,14.0,11.0,AGUA SANTA,2022,1,11,11
2022-01-11 12:00:00,44.26,,5.1,0.31,14.0,16.0,AGUA SANTA,2022,1,11,12
2022-01-11 13:00:00,50.23,,4.9,0.27,16.0,12.5,AGUA SANTA,2022,1,11,13
2022-01-11 14:00:00,51.52,,4.7,0.26,45.0,9.0,AGUA SANTA,2022,1,11,14
2022-01-11 15:00:00,45.63,,5.7,0.24,30.0,16.0,AGUA SANTA,2022,1,11,15
2022-01-11 16:00:00,29.95,,11.7,0.3,46.0,23.0,AGUA SANTA,2022,1,11,16
2022-01-11 17:00:00,22.26,,14.8,0.38,43.0,27.0,AGUA SANTA,2022,1,11,17
2022-01-11 18:00:00,21.39,,10.7,0.5,71.0,18.0,AGUA SANTA,2022,1,11,18
2022-01-11 19:00:00,16.59,,12.1,0.41,73.0,9.0,AGUA SANTA,2022,1,11,19
2022-01-11 20:00:00,10.72,,14.4,0.28,69.0,11.0,AGUA SANTA,2022,1,11,20
2022-01-11 21:00:00,5.74,,18.8,0.56,41.0,32.0,AGUA SANTA,2022,1,11,21
2022-01-11 22:00:00,12.24,,11.9,0.24,33.0,5.0,AGUA SANTA,2022,1,11,22
2022-01-11 23:00:00,8.29,,12.9,0.185,31.0,10.0,AGUA SANTA,2022,1,11,23
2022-01-12 00:00:00,11.0,,10.7,0.13,24.0,9.6,AGUA SANTA,2022,1,12,0
2022-01-12 01:00:00,11.56,,11.2,0.14,17.0,9.2,AGUA SANTA,2022,1,12,1
2022-01-12 02:00:00,10.08,,12.1,0.15,25.0,8.8,AGUA SANTA,2022,1,12,2
