DateTime,O3,CO,NO2,SO2,PM10,PM2.5,Estacion
04/01/2022 17:00,54.93,,10.1,0.56,62,17,AGUA SANTA
04/01/2022 18:00,53.08,,12.4,0.89,79,,AGUA SANTA
04/01/2022 19:00,33.55,,25.2,1.21,75,,AGUA SANTA
04/01/2022 20:00,6.19,,46,2.19,145,37,AGUA SANTA
04/01/2022 21:00,3.17,,42.4,2.35,134,44,AGUA SANTA
04/01/2022 22:00,3.43,,37.4,2.17,151,62,AGUA SANTA
04/01/2022 23:00,3.19,,34.1,1.56,208,86,AGUA SANTA
05/01/2022 00:00,7.76,,28.3,1.07,163,59,AGUA SANTA
05/01/2022 01:00,4.96,,28.4,0.84,131,73,AGUA SANTA
05/01/2022 02:00,3.37,,27.7,0.87,130,72,AGUA SANTA
05/01/2022 03:00,3.2,,27.2,0.75,101,49,AGUA SANTA
05/01/2022 04:00,3.62,,25.7,0.72,79,27,AGUA SANTA
05/01/2022 05:00,4.64,,25.3,0.9,98,45,AGUA SANTA
05/01/2022 06:00,3.31,,25.5,1.08,92,46,AGUA SANTA
05/01/2022 07:00,4.68,,24.2,1.69,115,55,AGUA SANTA
05/01/2022 08:00,7.64,,24.5,2.33,124,45,AGUA SANTA
05/01/2022 09:00,15.77,,27.4,2.18,109,36,AGUA SANTA
05/01/2022 10:00,32.33,,26.8,1.55,78,28,AGUA SANTA
05/01/2022 11:00,61.78,,13.7,1.5,55,9,AGUA SANTA
05/01/2022 12:00,70.87,,8.8,1.45,52,17,AGUA SANTA
05/01/2022 13:00,71.66,,5.3,1.23,62,7,AGUA SANTA
05/01/2022 14:00,77.05,,4.9,1.28,38,25,AGUA SANTA
05/01/2022 15:00,78.58,,6,1.46,57,10,AGUA SANTA
05/01/2022 16:00,69.55,,10.9,1.46,67,17,AGUA SANTA
05/01/2022 17:00,52.09,,18.8,1.37,76,22,AGUA SANTA
05/01/2022 18:00,37.98,,27.2,1.69,78,28,AGUA SANTA
05/01/2022 19:00,24.28,,36,1.63,127,44,AGUA SANTA
05/01/2022 20:00,15.25,,41.2,2.08,137,37,AGUA SANTA
05/01/2022 21:00,6.02,,46.1,2.38,157,52,AGUA SANTA
05/01/2022 22:00,3.03,,45.8,3.07,161,44,AGUA SANTA
05/01/2022 23:00,6.96,,38.3,2.04,161,53,AGUA SANTA
06/01/2022 00:00,9.32,,30.9,1.33,123,82,AGUA SANTA
06/01/2022 01:00,5.73,,32.1,1.02,186,80,AGUA SANTA
06/01/2022 02:00,10.71,,27,1.26,112,37,AGUA SANTA
06/01/2022 03:00,3.68,,33.1,1.44,137,61,AGUA SANTA
06/01/2022 04:00,2.6,,32.6,1.04,141,66,AGUA SANTA
06/01/2022 05:00,3.15,,29.4,0.96,111,52,AGUA SANTA
06/01/2022 06:00,3.38,,27.1,1.37,145,69,AGUA SANTA
06/01/2022 07:00,5.52,,26.3,2.07,89,43,AGUA SANTA
06/01/2022 08:00,11.28,,25.4,2.48,103,5,AGUA SANTA
06/01/2022 09:00,17.13,,28.1,2.2,124,31,AGUA SANTA
06/01/2022 10:00,35.46,,27.2,1.94,73,25,AGUA SANTA
06/01/2022 11:00,65.69,,15.9,2.1,64,18,AGUA SANTA
06/01/2022 12:00,75.63,,7.1,2.6,61,21,AGUA SANTA
06/01/2022 13:00,66.28,,6.7,1.66,64,21,AGUA SANTA
06/01/2022 14:00,69.8,,4.7,1.87,59,10,AGUA SANTA
06/01/2022 15:00,72.9,,4.7,1.86,57,14,AGUA SANTA
06/01/2022 16:00,70.1,,7.5,2.06,57,19,AGUA SANTA
06/01/2022 17:00,66.62,,6.6,1.9,72,18,AGUA SANTA
06/01/2022 18:00,42.86,,20.5,1.95,80,28,AGUA SANTA
06/01/2022 19:00,25.99,,30,1.83,81,37,AGUA SANTA
06/01/2022 20:00,18.22,,32.6,1.54,116,34,AGUA SANTA
06/01/2022 21:00,21.82,,22.6,1.27,39,9,AGUA SANTA
06/01/2022 22:00,40.64,,8.1,0.42,368,27,AGUA SANTA
06/01/2022 23:00,36.28,,5.6,0.6,327,35,AGUA SANTA
07/01/2022 00:00,38.57,,4.6,0.55,31,4,AGUA SANTA
07/01/2022 01:00,28.76,,7.6,0.49,18,2,AGUA SANTA
07/01/2022 02:00,23.43,,7.4,0.49,13,7,AGUA SANTA
07/01/2022 03:00,14.74,,11.7,0.45,39,14,AGUA SANTA
07/01/2022 04:00,13.57,,10.8,0.78,18,14,AGUA SANTA
07/01/2022 05:00,9.14,,12.4,0.68,20,23,AGUA SANTA
07/01/2022 06:00,4.02,,17.6,0.53,67,29,AGUA SANTA
07/01/2022 07:00,3.42,,18.2,1.6,37,17,AGUA SANTA
07/01/2022 08:00,6.16,,17.5,2.72,55,28,AGUA SANTA
07/01/2022 09:00,11.03,,21.7,3.59,57,17,AGUA SANTA
07/01/2022 10:00,22.64,,26.7,2.61,54,26,AGUA SANTA
07/01/2022 11:00,43.5,,15,2.53,42,20,AGUA SANTA
07/01/2022 12:00,54.27,,8.6,2.31,30,6,AGUA SANTA
07/01/2022 13:00,51.94,,7.3,1.38,22,2,AGUA SANTA
07/01/2022 14:00,55.01,,7.6,1.34,31,20,AGUA SANTA
07/01/2022 15:00,51.57,,7.7,1.02,31,,AGUA SANTA
07/01/2022 16:00,48.2,,10.9,0.88,39,22,AGUA SANTA
07/01/2022 17:00,50.19,,11.7,0.98,58,14,AGUA SANTA
07/01/2022 18:00,29.33,,18.3,1.39,72,30,AGUA SANTA
07/01/2022 19:00,21.73,,19.2,0.85,104,35,AGUA SANTA
07/01/2022 20:00,15.34,,21.7,1,65,47,AGUA SANTA
07/01/2022 21:00,11.91,,21.7,0.65,69,32,AGUA SANTA
07/01/2022 22:00,5,,25.6,0.75,66,23,AGUA SANTA
07/01/2022 23:00,8.58,,21.3,0.79,53,22,AGUA SANTA
08/01/2022 00:00,12.5,,16.2,0.34,58,,AGUA SANTA
08/01/2022 01:00,15.84,,13.1,0.54,40,23,AGUA SANTA
08/01/2022 02:00,13.15,,13.5,0.45,40,,AGUA SANTA
08/01/2022 03:00,14.57,,11.3,0.17,54,,AGUA SANTA
08/01/2022 04:00,14.22,,11.7,0.27,23,,AGUA SANTA
08/01/2022 05:00,8.81,,14.5,0.32,35,35,AGUA SANTA
08/01/2022 06:00,3.01,,19.2,0.73,40,35,AGUA SANTA
08/01/2022 07:00,3.37,,15.8,1.56,99,54,AGUA SANTA
08/01/2022 08:00,6.71,,17.3,1.63,119,54,AGUA SANTA
08/01/2022 09:00,13.94,,17.2,2.54,55,43,AGUA SANTA
08/01/2022 10:00,24.05,,17.5,1.58,51,14,AGUA SANTA
08/01/2022 11:00,43.39,,10.1,0.81,46,23,AGUA SANTA
08/01/2022 12:00,58.26,,8,0.75,27,21,AGUA SANTA
08/01/2022 13:00,61.62,,4.7,0.65,21,,AGUA SANTA
08/01/2022 14:00,56.09,,4.8,0.62,59,19,AGUA SANTA
08/01/2022 15:00,53.56,,7.5,0.73,67,20,AGUA SANTA
08/01/2022 16:00,49.93,,9.3,0.79,53,10,AGUA SANTA
08/01/2022 17:00,52.28,,6.4,1.05,61,23,AGUA SANTA
08/01/2022 18:00,37.78,,13.6,0.8,71,27,AGUA SANTA
08/01/2022 19:00,13.72,,32.5,1.48,108,64,AGUA SANTA
08/01/2022 20:00,27.61,,13.1,0.3,59,29,AGUA SANTA
08/01/2022 21:00,17.19,,17,0.78,30,31,AGUA SANTA
08/01/2022 22:00,25.22,,12.1,0.85,42,12,AGUA SANTA
08/01/2022 23:00,37.76,,5.7,0.77,92,30,AGUA SANTA
09/01/2022 00:00,36.17,,6.5,0.08,36,,AGUA SANTA
09/01/2022 01:00,34.72,,6.3,0.37,12,,AGUA SANTA
09/01/2022 02:00,26.7,,9.7,0.22,26,,AGUA SANTA
09/01/2022 03:00,17.88,,12.3,0.22,43,23,AGUA SANTA
09/01/2022 04:00,16.78,,11.1,0.3,22,,AGUA SANTA
09/01/2022 05:00,11.15,,14.1,0.36,34,16,AGUA SANTA
09/01/2022 06:00,3.6,,18.9,0.29,59,47,AGUA SANTA
09/01/2022 07:00,5.64,,16.5,0.52,43,33,AGUA SANTA
09/01/2022 08:00,13.18,,13.6,0.73,62,15,AGUA SANTA
09/01/2022 09:00,25.63,,13.4,1.34,11,,AGUA SANTA
09/01/2022 10:00,41.35,,8.3,0.71,16,,AGUA SANTA
09/01/2022 11:00,52.99,,6.9,1.48,11,,AGUA SANTA
09/01/2022 12:00,62.58,,5.5,1.3,14,,AGUA SANTA
09/01/2022 13:00,62.69,,4.2,1.05,22,10,AGUA SANTA
09/01/2022 14:00,68.44,,4.4,1.03,22,14,AGUA SANTA
09/01/2022 15:00,72.66,,5.9,0.98,24,9,AGUA SANTA
09/01/2022 16:00,69.13,,6.5,1.24,28,7,AGUA SANTA
09/01/2022 17:00,66.14,,4.5,0.86,58,32,AGUA SANTA
09/01/2022 18:00,58.58,,7,1,58,58,AGUA SANTA
09/01/2022 19:00,23.59,,16.6,0.93,34,21,AGUA SANTA
09/01/2022 20:00,35.3,,8.8,0.24,56,25,AGUA SANTA
09/01/2022 21:00,40.48,,8,0.53,28,29,AGUA SANTA
09/01/2022 22:00,43.8,,7.5,0.26,33,12,AGUA SANTA
09/01/2022 23:00,43.8,,6.6,0.61,34,30,AGUA SANTA
10/01/2022 00:00,43.72,,6.2,0.63,27,20,AGUA SANTA
10/01/2022 01:00,36.19,,8.2,0.56,40,3,AGUA SANTA
10/01/2022 02:00,41.85,,6.8,0.43,31,2,AGUA SANTA
10/01/2022 03:00,50.59,,3.2,0.68,14,,AGUA SANTA
10/01/2022 04:00,38.53,,6.8,0.96,34,17,AGUA SANTA
10/01/2022 05:00,37,,7.3,0.57,43,,AGUA SANTA
10/01/2022 06:00,30.35,,11,0.32,33,10,AGUA SANTA
10/01/2022 07:00,25.66,,12.3,0.36,47,36,AGUA SANTA
10/01/2022 08:00,30.62,,9.7,0.7,46,31,AGUA SANTA
10/01/2022 09:00,37.02,,6.9,0.24,70,,AGUA SANTA
10/01/2022 10:00,41.77,,5,0.13,63,9,AGUA SANTA
10/01/2022 11:00,46.21,,4.1,0.16,21,7,AGUA SANTA
10/01/2022 12:00,46.97,,6.5,0.19,28,,AGUA SANTA
10/01/2022 13:00,50.5,,4.7,0.17,26,,AGUA SANTA
10/01/2022 14:00,33.87,,7,0.51,41,23,AGUA SANTA
10/01/2022 15:00,21.91,,9.3,0.61,55,13,AGUA SANTA
10/01/2022 16:00,20.42,,7.9,0.13,50,,AGUA SANTA
10/01/2022 17:00,19.62,,7.7,0.41,23,22,AGUA SANTA
10/01/2022 18:00,14.25,,10.4,0.13,53,,AGUA SANTA
10/01/2022 19:00,13.44,,10.4,0.4,38,34,AGUA SANTA
10/01/2022 20:00,17.78,,8.9,0.08,24,,AGUA SANTA
10/01/2022 21:00,17.15,,7.8,0.16,21,10,AGUA SANTA
10/01/2022 22:00,18.78,,6.4,0.1,10,1,AGUA SANTA
10/01/2022 23:00,21.67,,4.7,0.08,28,9,AGUA SANTA
11/01/2022 00:00,23.71,,3.2,0.15,6,,AGUA SANTA
11/01/2022 01:00,22.42,,3.3,0.05,8,,AGUA SANTA
11/01/2022 02:00,21.38,,3,,23,,AGUA SANTA
11/01/2022 03:00,22.51,,3,0.14,1,,AGUA SANTA
11/01/2022 04:00,22.18,,3.6,0.11,4,3,AGUA SANTA
11/01/2022 05:00,20.39,,4.4,0.13,8,,AGUA SANTA
11/01/2022 06:00,9.29,,10.7,0.21,15,12,AGUA SANTA
11/01/2022 07:00,8.78,,11.7,0.41,19,,AGUA SANTA
11/01/2022 08:00,15.87,,7.5,0.32,26,13,AGUA SANTA
11/01/2022 09:00,21.85,,6.2,0.52,7,,AGUA SANTA
11/01/2022 10:00,30.33,,3.7,,21,,AGUA SANTA
11/01/2022 11:00,34.71,,6.3,0.25,14,11,AGUA SANTA
11/01/2022 12:00,44.26,,5.1,0.31,14,16,AGUA SANTA
11/01/2022 13:00,50.23,,4.9,0.27,16,,AGUA SANTA
11/01/2022 14:00,51.52,,4.7,0.26,45,9,AGUA SANTA
11/01/2022 15:00,45.63,,5.7,0.24,30,,AGUA SANTA
11/01/2022 16:00,29.95,,11.7,0.3,46,23,AGUA SANTA
11/01/2022 17:00,22.26,,14.8,0.38,43,27,AGUA SANTA
11/01/2022 18:00,21.39,,10.7,0.5,71,18,AGUA SANTA
11/01/2022 19:00,16.59,,12.1,0.41,73,9,AGUA SANTA
11/01/2022 20:00,10.72,,14.4,0.28,69,11,AGUA SANTA
11/01/2022 21:00,5.74,,18.8,0.56,41,32,AGUA SANTA
11/01/2022 22:00,12.24,,11.9,0.24,33,5,AGUA SANTA
11/01/2022 23:00,8.29,,12.9,,31,10,AGUA SANTA
12/01/2022 00:00,11,,10.7,0.13,24,,AGUA SANTA
12/01/2022 01:00,11.56,,11.2,0.14,17,,AGUA SANTA
12/01/2022 02:00,10.08,,12.1,0.15,25,,AGUA SANTA
12/01/2022 03:00,5.81,,11.3,0.03,17,,AGUA SANTA
12/01/2022 04:00,3.75,,12,0.02,36,8,AGUA SANTA
12/01/2022 05:00,3.9,,12.2,0.27,38,18,AGUA SANTA
12/01/2022 06:00,4.01,,13.5,0.35,28,25,AGUA SANTA
12/01/2022 07:00,3.96,,13.8,0.7,36,18,AGUA SANTA
12/01/2022 08:00,7.65,,13.6,0.94,58,12,AGUA SANTA
12/01/2022 09:00,11.73,,20.4,1.89,59,,AGUA SANTA
12/01/2022 10:00,21.26,,25.4,1.65,47,,AGUA SANTA
12/01/2022 11:00,36.46,,17.9,0.95,70,1,AGUA SANTA
12/01/2022 12:00,44.53,,4.9,0.92,28,,AGUA SANTA
12/01/2022 13:00,47.3,,4.1,1,12,,AGUA SANTA
12/01/2022 14:00,51.14,,4.6,1.24,23,,AGUA SANTA
12/01/2022 15:00,44.3,,6.3,0.82,48,,AGUA SANTA
12/01/2022 16:00,44.03,,6.1,0.63,41,2,AGUA SANTA
12/01/2022 17:00,49.49,,4,0.78,46,16,AGUA SANTA
12/01/2022 18:00,45.13,,8.1,0.95,57,41,AGUA SANTA
12/01/2022 19:00,31.44,,15.2,0.94,62,9,AGUA SANTA
12/01/2022 20:00,13.12,,20.4,1.23,82,33,AGUA SANTA
12/01/2022 21:00,10.43,,21.7,0.61,71,25,AGUA SANTA
12/01/2022 22:00,7.5,,22.6,0.75,69,46,AGUA SANTA
12/01/2022 23:00,6.05,,20.4,0.62,83,14,AGUA SANTA
13/01/2022 00:00,10.76,,11.8,0.16,50,4,AGUA SANTA
13/01/2022 01:00,13.44,,9.1,0.3,30,,AGUA SANTA
13/01/2022 02:00,14.16,,7.9,0.29,27,,AGUA SANTA
13/01/2022 03:00,12.2,,8.4,0.16,26,17,AGUA SANTA
13/01/2022 04:00,11.06,,8.7,0.22,34,16,AGUA SANTA
13/01/2022 05:00,7.11,,11.8,0.3,36,25,AGUA SANTA
13/01/2022 06:00,3.06,,16.8,0.85,35,21,AGUA SANTA
13/01/2022 07:00,3.4,,13,0.95,59,21,AGUA SANTA
13/01/2022 08:00,5.2,,18.6,1.92,52,18,AGUA SANTA
13/01/2022 09:00,13.1,,22.9,1.77,59,21,AGUA SANTA
13/01/2022 10:00,28.79,,11,1.01,14,8,AGUA SANTA
13/01/2022 11:00,33.97,,6,1.19,26,3,AGUA SANTA
13/01/2022 12:00,40.94,,5.1,1.24,15,,AGUA SANTA
13/01/2022 13:00,45.38,,4.8,1.25,23,10,AGUA SANTA
13/01/2022 14:00,48.53,,4.9,0.91,31,19,AGUA SANTA
13/01/2022 15:00,52.28,,5.2,0.71,35,7,AGUA SANTA
13/01/2022 16:00,50.71,,3.8,0.57,27,,AGUA SANTA
13/01/2022 17:00,45.97,,4,0.52,46,5,AGUA SANTA
13/01/2022 18:00,25.67,,14.5,0.77,72,23,AGUA SANTA
13/01/2022 19:00,16.48,,17.8,0.37,81,22,AGUA SANTA
13/01/2022 20:00,20.82,,13.7,0.79,23,24,AGUA SANTA
13/01/2022 21:00,21.84,,10.7,0.34,39,12,AGUA SANTA
13/01/2022 22:00,19.11,,10.3,0.68,23,19,AGUA SANTA
13/01/2022 23:00,20.36,,8.4,0.07,21,2,AGUA SANTA
14/01/2022 00:00,17.58,,8.1,0.26,29,20,AGUA SANTA
14/01/2022 01:00,18.59,,5.6,0.23,11,,AGUA SANTA
14/01/2022 02:00,10.13,,10.8,0.23,26,7,AGUA SANTA
14/01/2022 03:00,3.24,,15.6,0.46,67,23,AGUA SANTA
14/01/2022 04:00,2.98,,14.5,0.5,68,25,AGUA SANTA
14/01/2022 05:00,2.88,,14.2,0.6,81,34,AGUA SANTA
14/01/2022 06:00,3.08,,13.7,0.76,78,28,AGUA SANTA
14/01/2022 07:00,3.35,,13.7,1.15,112,43,AGUA SANTA
14/01/2022 08:00,7.19,,13.8,1.42,74,36,AGUA SANTA
14/01/2022 09:00,15.09,,12.9,1.79,61,10,AGUA SANTA
14/01/2022 10:00,21.83,,15.3,1.29,33,11,AGUA SANTA
14/01/2022 11:00,35.64,,9.7,0.97,34,2,AGUA SANTA
14/01/2022 12:00,46.11,,5.9,0.66,32,4,AGUA SANTA
14/01/2022 13:00,50.32,,3.2,0.55,41,5,AGUA SANTA
14/01/2022 14:00,53.53,,2.9,0.62,20,,AGUA SANTA
14/01/2022 15:00,55.99,,4.1,0.61,46,,AGUA SANTA
14/01/2022 16:00,55.14,,5,0.6,44,1,AGUA SANTA
14/01/2022 17:00,58.22,,5.8,0.97,53,13,AGUA SANTA
14/01/2022 18:00,35.87,,19.8,1.47,68,33,AGUA SANTA
14/01/2022 19:00,23.35,,26.1,1.56,82,22,AGUA SANTA
14/01/2022 20:00,14.48,,31.3,1.1,107,38,AGUA SANTA
14/01/2022 21:00,20.51,,28.8,1.4,72,23,AGUA SANTA
14/01/2022 22:00,7.57,,36.7,1.48,85,41,AGUA SANTA
14/01/2022 23:00,3.52,,36.3,1.08,122,38,AGUA SANTA
15/01/2022 00:00,6.09,,31.8,1.19,79,30,AGUA SANTA
15/01/2022 01:00,4.45,,31.3,1.05,101,44,AGUA SANTA
15/01/2022 02:00,4.54,,27.9,0.9,125,60,AGUA SANTA
15/01/2022 03:00,7.5,,23.2,0.71,82,62,AGUA SANTA
15/01/2022 04:00,3.73,,26.7,1.13,113,61,AGUA SANTA
15/01/2022 05:00,3.5,,23.8,0.79,104,60,AGUA SANTA
15/01/2022 06:00,3.18,,23.7,1.77,116,46,AGUA SANTA
15/01/2022 07:00,4.12,,22.8,3.54,109,25,AGUA SANTA
15/01/2022 08:00,7.78,,21.5,3.14,85,36,AGUA SANTA
15/01/2022 09:00,14.87,,24.4,3.42,100,36,AGUA SANTA
15/01/2022 10:00,40.65,,9.9,1.39,89,11,AGUA SANTA
15/01/2022 11:00,57.23,,6.4,1.16,18,9,AGUA SANTA
15/01/2022 12:00,63.85,,7,1.12,20,6,AGUA SANTA
15/01/2022 13:00,68.47,,5.6,0.98,35,18,AGUA SANTA
15/01/2022 14:00,56,,3.2,0.59,50,16,AGUA SANTA
15/01/2022 15:00,57.52,,3.4,0.64,46,13,AGUA SANTA
15/01/2022 16:00,52.23,,6.7,0.66,33,19,AGUA SANTA
15/01/2022 17:00,23.42,,14.3,0.76,194,36,AGUA SANTA
15/01/2022 18:00,31.01,,10.2,1.41,54,,AGUA SANTA
15/01/2022 19:00,8.41,,25.8,2.14,19,14,AGUA SANTA
15/01/2022 20:00,4.84,,26.9,2.91,44,22,AGUA SANTA
15/01/2022 21:00,3.57,,24.3,1.98,25,19,AGUA SANTA
15/01/2022 22:00,3.53,,22.2,1.36,67,23,AGUA SANTA
15/01/2022 23:00,12.83,,12.9,0.89,66,,AGUA SANTA
16/01/2022 00:00,6.28,,17.6,0.91,30,21,AGUA SANTA
16/01/2022 01:00,8.97,,13.9,0.53,48,26,AGUA SANTA
16/01/2022 02:00,7.16,,12.9,0.49,56,19,AGUA SANTA
16/01/2022 03:00,5.99,,12,0.39,43,16,AGUA SANTA
16/01/2022 04:00,3.4,,13.5,0.38,37,13,AGUA SANTA
16/01/2022 05:00,2.91,,13.4,0.52,53,23,AGUA SANTA
16/01/2022 06:00,3.6,,12.2,0.35,68,42,AGUA SANTA
16/01/2022 07:00,4.31,,12.7,0.35,38,34,AGUA SANTA
16/01/2022 08:00,7.19,,12.5,0.43,27,17,AGUA SANTA
16/01/2022 09:00,14.91,,12.3,0.68,34,28,AGUA SANTA
16/01/2022 10:00,29.88,,7.1,0.47,26,10,AGUA SANTA
16/01/2022 11:00,40.98,,4.6,0.91,15,9,AGUA SANTA
16/01/2022 12:00,46.36,,4,0.64,37,14,AGUA SANTA
16/01/2022 13:00,52.8,,2.6,0.79,27,,AGUA SANTA
16/01/2022 14:00,52.78,,2.6,0.62,9,1,AGUA SANTA
16/01/2022 15:00,55.44,,2.6,0.75,24,,AGUA SANTA
16/01/2022 16:00,57.24,,2.4,0.8,125,11,AGUA SANTA
16/01/2022 17:00,51.53,,6.4,0.84,93,16,AGUA SANTA
16/01/2022 18:00,43.41,,9.1,0.63,70,27,AGUA SANTA
16/01/2022 19:00,38.09,,8.7,1.1,66,32,AGUA SANTA
